date,exchange_rate
5/23/2013,55.71461825
5/24/2013,55.74619368
5/25/2013,55.74619368
5/26/2013,55.74619368
5/27/2013,55.57616508
5/28/2013,55.96537332
5/29/2013,56.17510809
5/30/2013,56.43464153
5/31/2013,56.51084115
6/1/2013,56.51084115
6/2/2013,56.51084115
6/3/2013,56.74507995
6/4/2013,56.49480599
6/5/2013,56.78503099
6/6/2013,56.84098186
6/7/2013,57.07616893
6/8/2013,57.07616893
6/9/2013,57.07616893
6/10/2013,58.17624347
6/11/2013,58.40503277
6/12/2013,57.81501845
6/13/2013,58.08486669
6/14/2013,57.53514245
6/15/2013,57.53514245
6/16/2013,57.53514245
6/17/2013,57.9050761
6/18/2013,58.77074921
6/19/2013,58.79531553
6/20/2013,59.68484848
6/21/2013,59.27162367
6/22/2013,59.27162367
6/23/2013,59.27162367
6/24/2013,59.69967905
6/25/2013,59.6748896
6/26/2013,60.74170762
6/27/2013,60.20027624
6/28/2013,59.41972477
6/29/2013,59.41972477
6/30/2013,59.41972477
7/1/2013,59.54437371
7/2/2013,59.63509257
7/3/2013,60.26468092
7/4/2013,60.22489218
7/5/2013,60.36482186
7/6/2013,60.36482186
7/7/2013,60.36482186
7/8/2013,60.75486381
7/9/2013,60.14466827
7/10/2013,59.65503785
7/11/2013,59.82827354
7/12/2013,59.63019794
7/13/2013,59.63019794
7/14/2013,59.63019794
7/15/2013,59.89471257
7/16/2013,59.14468669
7/17/2013,59.46482948
7/18/2013,59.65019476
7/19/2013,59.50468643
7/20/2013,59.50468643
7/21/2013,59.50468643
7/22/2013,59.72353031
7/23/2013,59.72534143
7/24/2013,59.07972218
7/25/2013,59.10846841
7/26/2013,59.04223228
7/27/2013,59.04223228
7/28/2013,59.04223228
7/29/2013,59.41974378
7/30/2013,60.48479374
7/31/2013,60.40527307
8/1/2013,60.44348746
8/2/2013,61.10505188
8/3/2013,61.10505188
8/4/2013,61.10505188
8/5/2013,60.87500943
8/6/2013,60.80873494
8/7/2013,61.25216084
8/8/2013,60.86152695
8/9/2013,60.79712854
8/10/2013,60.79712854
8/11/2013,60.79712854
8/12/2013,61.2748494
8/13/2013,61.28367193
8/14/2013,61.44378162
8/15/2013,61.31984658
8/16/2013,61.71364318
8/17/2013,61.71364318
8/18/2013,61.71364318
8/19/2013,63.36780576
8/20/2013,63.57004182
